text,categoria
Eldía de las madres te van a dar pura VRG iOjalá! ,ninguna_de_las_anteriores
Yo siendo el padrino del morrillo de mi compa después de decirle que no lo tuviera: ,ninguna_de_las_anteriores
Mis planes El 2020 ,ninguna_de_las_anteriores
dCómo aguantar tres días seguidos de festival después de vender medio riñón para pagarlo? Respuestas Yahoo! #coronacapital2022 @Betoposting Traiganme un suero ,ninguna_de_las_anteriores
VEOES SICNTO #ívis 8H91EXg EsTOS REVIENTO ,ninguna_de_las_anteriores
"Cariño, &Ah si? no puedo hablar, Pues mira estoy por el conduciendo retrovisor ",ninguna_de_las_anteriores
"Sabías que la luz de las direccionales no se ve reflejada en el recibo de la luz de tu casa? Úsalas, son gratis. facebook.comlGanqueGaming 64 KEDzD 200"" OFF ",ninguna_de_las_anteriores
WHEN LE DAS DINERO A TU HERMANITO PARA QUE SE COMPRE UN JUEGO Y SE COMPRA FIFA Sdlg Que nohabia para hombres? xdxDXd ,sexismo
LO QUE UNA MUJER VE LO QUE UN HOMBRE VE HOMBRES En la desesperada busqueda de un Iugar donde seniaise Qanlualocun ,sexismo
Recibir mentadas y ser abucheados en el estadio Azteca Grupo Firme Díaz Ordaz ,clasismo
LOSMEXICANOS ALVER EL IMPACTO QUEHACEN makeameme org ,ninguna_de_las_anteriores
"Ricky Puenthe @rckypuenthe 16h Pensa que Eracias DosotrosCrecieron os de Yahritza Su Erupo escencia.quechsm Po Donar, 510 Jonar ",ninguna_de_las_anteriores
Fl Luis Miguel pedimos  /Fl que nos va Ilegar (Si es que Ilega) que ,ninguna_de_las_anteriores
Cuando ya no te duele su visto. Vv [Te has vuello muy fuerte ,ninguna_de_las_anteriores
"cSABES QuE MVEREN MÁS   HoMBRES Por  atragantamiento de Hueso aceitvna, Que MJERes? Rckha fero de Est   Np   Hablais ,ieno? inee Ceves ",sexismo
Tu novia explorando el agujero de tu cabezita @SrFvcker ,ninguna_de_las_anteriores
Cuando visitas a tu abuelita 80 MUSEO DCLORES 2SOLMEDO Dl Diloo Pro InsUiC NAcohal Ud5EaAc yteda tu itacate ,ninguna_de_las_anteriores
Todo lo que a tu mujer no le gusta hacer; yo te lo hago y bien rico; iHaces pastel de papas? ,sexismo
Yo: ven Mi mamá: de seguro me va a dar mi regalo Yo: a ti que cargaste en tu vientre dolor y cansancio. JS) Mi mamá: ,ninguna_de_las_anteriores
*le presento mi novia a mis padres* yo en mi cabeza: por favor que no la lie el subnormal este mi padre: Inawcja viva el machismo ,ninguna_de_las_anteriores
Nadiemereceesto más quetu RIDICULA ,ninguna_de_las_anteriores
@omoesreamenie Qeboescuchaescisie @sIARAqubuen Sqg@llncoquedoe dhisiebo @oscuidg ComoUsuaioDesconocido [iensaquees: Qeloescuchaesedilsie Sq@nllancoquebiloe MOoooooesoesladisl @aoscuildg ,ninguna_de_las_anteriores
Voy despertando y se me antojo un toquesote De parrtes fntimas ,ninguna_de_las_anteriores
El demonio debajo de mi cama viendo como lloro a las 3 a.m. Tas bien? ,ninguna_de_las_anteriores
"ALGUNAS MUJERES SE ENAMORAN CON UN BESO 0 UN FLORAZO PARA TODASLSDEMAS, EXISTE MASTERCARD ",ninguna_de_las_anteriores
Tu billete viendo como lo guardas entre tus chichis C0  Scatszs ,ninguna_de_las_anteriores
Drecu Paule Rivas Iturbe @Dracularpia Sonora Grill Masry< erardo Zor9 Ganci. Jie-2% ,racismo
@QUILAMIESTRA DECAíDAS DEROBBEN POS MECAIGO ,ninguna_de_las_anteriores
TU PUBLICACION ME DIO RISA ,ninguna_de_las_anteriores
chupas por si es albur: Meme creator or9 ,ninguna_de_las_anteriores
A mi me gustan mucho de esas. ,ninguna_de_las_anteriores
"LUCHAMOS POR TRABAJO Y UN SUELDO DIGNO PARA NOSOTRAS LAS MUJERES, COSA QUE EL PATRIARCADO NO QUIERE YTE DICEN: ""FEMINISTA HASTA QUE LLEGUE LA CUENTA"" ",ninguna_de_las_anteriores
"Quédate con la que sepa como succionar el veneno de la mordedura de serpiente, porque aplicar un torniquete saben todas ",ninguna_de_las_anteriores
Los jugadores de México y Haiti vienco los centros de Antune: ,ninguna_de_las_anteriores
Dicenunagroseiaela telenovela Yoquehago insultos rsistagmachistashomofobicosy dasistascuando juego Mamá cambialalmuy grosera esa serie ,ninguna_de_las_anteriores
[OuEQDOPEROOHIAT @O@RESUAGALETAORO [TESALGA SIN CREMITA memegenerator.es ,ninguna_de_las_anteriores
CUANDO TE DICEN QUE FREE FIRE ES UNA MIERDA JALATE PERRO >:V ,contenido_inapropiado
BUENOS DfAs BOLA DEÓJADOS ,ninguna_de_las_anteriores
* Yo: *Checo mi saldo en ceros Google: Cáncer de quincena. ,ninguna_de_las_anteriores
"VS SEÑOR, NUNCA TE HE PEDIDO NADA PERO QUE MESSI GANE LA COPA AMÉRICA ",ninguna_de_las_anteriores
Mi amix y yo yendo a pasear después que nos dieran permiso Pa donde sea menos pa la casa Cuusk ,ninguna_de_las_anteriores
Alguien: &Qué me cuentas? Yo pensando que le cuento: ,ninguna_de_las_anteriores
"De #ladyplaqueta aprendi que si un piropo viene de alguien que es moreno, feo y pobre es una falta administrativa #pobretipa ""Coqueteo"" ""Acoso' Tamara D Tamara D. @nloquoia @ploquara Me dio mucho guslo verlos todos en @mareotlores @EasylaxiMexico el Covadonga donde por cierto @@SSP_COMX Un taxista me dljo estaba el mismísimo SEÑOR ""Guapaaaa' en la calle; lo cual es falta COVADONGA que me saludo 'Hola administrativa asi que decidi quapa proceder: Fn090 Gnoeismra7 10 M6 TWCEIE 10 'ueta Si71 16 ",ninguna_de_las_anteriores
"YO NO HIcE EL chiStE , iicÓmo VOY A SER MachIsta, S/ SOlO Me ReN EN MI €aSa  todas  son muJeres?! @LAcuca Ilustrada GK NosotROS  tamBiÉN NOS mAtan No SE VA A caeR, Lo vamos A Botar ",ninguna_de_las_anteriores
CUANDO LLEGA EL FRíO ,ninguna_de_las_anteriores
al Cómo de mi Ya viejona conseguir vida hombre medio ,sexismo
Sil sabes quién soy no? Mi putà Ev ,ninguna_de_las_anteriores
Hombres captando una indirecta Hombres pensando lo que necesita México para pasar a octavos Aohn Saud ?5 Argentria Dorria ,sexismo
#NAME?,ninguna_de_las_anteriores
Instagramn frases sad 2017 Gatito. Instagram {rases sad 2017 Gatito tiene que irse ,ninguna_de_las_anteriores
[ASALEER ESTEARTICUZO YLO SABES uemegenerafone ,ninguna_de_las_anteriores
iQuiénes somos? iMedicac Lleuln 7h1v boredphnda.con] ,ninguna_de_las_anteriores
"""Los hombres somos guapos con 0 sin barba"" Cuando se la quitan: ",sexismo
"Cada vez que siento que ya no puedo más con mi vida, me imagino a Edna Moda diciéndome: ive enfrenta el problema; pelea; gana! ",ninguna_de_las_anteriores
[NTERPONDRE UNADEMANDA PORMEMES OFENSIVOS memegeneratores ,ninguna_de_las_anteriores
Ilo Disculpen que no salude pero a mi la gente antivacunas me da asco ,ninguna_de_las_anteriores
Cuando ves al niño con cáncer usando el filtro de edad para ver como se verá de viejito. ,ninguna_de_las_anteriores
Cuando tus padres llegaban de trabajar y te veían jugando: Sieteporocho? ,ninguna_de_las_anteriores
Cuando finjo prestarle atención a mi jefe pero en realidad estoy calculando cuánto falta para comer ,ninguna_de_las_anteriores
"Grasias niña, la dejaré encima de la tumba de tus padres kuando los reviente @unagrandeygorda ",ninguna_de_las_anteriores
Cuando vas a un restaurante con tu mamá y descuento para parejas hay ,ninguna_de_las_anteriores
"Mamá voy a la tienda a comprar éQuieres algo? Si, que te atropellen. ",ninguna_de_las_anteriores
CUANDO NO TE DEJAN COMIDA EN TUCASA ,ninguna_de_las_anteriores
@ REGALENTDDO YA HOEZE ,ninguna_de_las_anteriores
Cuando tu te regaña por algo que no hiciste zuficiente gfa ,ninguna_de_las_anteriores
Les avisó con tiempo nadie va a recibir regalos esta Navidad me quedo en casa!  ,ninguna_de_las_anteriores
"Ni siquiera tiene lógica decir deluxe a todo ! No debe tener lógica,debe ser dificil de entender para Josheterosexuales ",ninguna_de_las_anteriores
platano FUIJ @OriginalPlatano Yo fingiendo que no veo la comida que están por darme en casa ajena ,ninguna_de_las_anteriores
Mexico 1 vs Honduras Translate Tweet GIF aiva Méxicooo ,ninguna_de_las_anteriores
àAlguien más siente un poco de temor al ver este campo de coles? ,ninguna_de_las_anteriores
Mi amix y yo echándonos una platicadita bien tranqui ,ninguna_de_las_anteriores
DONDE ESTA DIOS NO MAME ,ninguna_de_las_anteriores
Amiga eres arte cPor qué soy arte? Porque eres mujer cY eso qué tiene de artístico? ps que te quiero dar y así ,sexismo
Cada día más misôgino ,ninguna_de_las_anteriores
ODIO NAVIDAD IIEN NAVIDAD ,ninguna_de_las_anteriores
"Cuando te acabas de sentary tu mamá grita tu nombre ""f*ck"" ",ninguna_de_las_anteriores
No importa tu color Ni 'eres fan Ni tu preferencia sexual Porque odio a todo el mundo ne ide que  ,ninguna_de_las_anteriores
cuando quieres Vivir en Corea pero Vives en Un Pqis Pobre y Sin %PPas guapos y sexis odio aki >:V Chanyeol ~ ,ninguna_de_las_anteriores
Los demás aficionados viendo a los de México en estos momentos después del gol de argentina: #MéxicoArgentina Traducir tuit Se estâ volviendo salvaje ,ninguna_de_las_anteriores
"ToDos SOMOS IGUALES ANTE LA LEY 0Tmis STEPHEN] PETer [u TCHalza Groot SIN IMPORTAR RAZA, COLOR 0 SUPERPODER ",ninguna_de_las_anteriores
"Si me vas a tirar la onda dímelo, por que eso de estar adivinando como que no se me da ",ninguna_de_las_anteriores
NO ME DIGAS QUE SE ACABARON LAS VACACIONES ,ninguna_de_las_anteriores
"Te fuiste a la USA buscando progreso, Ilevas casi un año y no has enviado ni un peso. ",ninguna_de_las_anteriores
2 Argentina México Fase de grupos Grupo € EL DEFORMA iMejor hubiéramos ido a ver el Chanflel ,ninguna_de_las_anteriores
HORÓSCOPO: positivo llegará a tu vida este mes. Algo COVID-19 ,ninguna_de_las_anteriores
El Canelo cuando se entero que Messi fallo el penal para que México se quedara fuera. Ca lamarino ele Ga nte ,ninguna_de_las_anteriores
Todo México / El Bad Bunny ,ninguna_de_las_anteriores
YDE REPENTE TODOS Jennr REP PICRMEeG; FELCES EN [A OFICINA Jauaua AItS  ,ninguna_de_las_anteriores
Yo MI EXAMEN FIESTA ,ninguna_de_las_anteriores
Cuando te das cuenta que el príncipe azul no existe Galree ,ninguna_de_las_anteriores
"Cuando te dice amor por ahí no va entrar. ya verás que si Yo, ",ninguna_de_las_anteriores
Alguien: iapoyas a la comunidad Igbt? Yo: ,ninguna_de_las_anteriores
No se si cocinarlo 0 abrazarlo y preguntarle quele pasó. ,ninguna_de_las_anteriores
Cuando tratas de conquistar una mamá soltera pero la bendición no te quiere ,ninguna_de_las_anteriores
JONOSEQUEREIE ,ninguna_de_las_anteriores
NO MAMES QUEEMOCION ES LA DEL CHOCOLATE@BUELITA ,ninguna_de_las_anteriores
"Es que tu me tratas diferente, por eso me gusta estar contigo. El trato ",ninguna_de_las_anteriores
iEstán robando una lata de atún! Parece una michion para mí. ,ninguna_de_las_anteriores
"Siempre que platicamos acabo mojada UTe excito? escupes cuando hablas: No, ",ninguna_de_las_anteriores
DICE QUE NO TIENE PR7ZLEGIOS YCREE EN LA MERITOCRACIA www_lacebook com Meminista-Memes-Transfeministas ,ninguna_de_las_anteriores
Mi novi@ tu nunca te cansas de hacer el delicioso Yo id Es un don Perisa Tóxiça ,ninguna_de_las_anteriores
EL DEFORMA 29 AÑoS 44 AÑos FREUD: De hecho Un complejo que L@ expLica bay ,ninguna_de_las_anteriores
"""HOLA HERMOSA"" HALAGO ACOSO ",ninguna_de_las_anteriores
"DAMETODALACERIEZAQUTENGAS Memes eacatzingo, tepeara Iccalmachalon QUE ESTE FINDE SEMANAESLEYSECA ",ninguna_de_las_anteriores
Mira mi amor a tu ex-primo iQué exprimo? ffESTAAAAAAAA€ ,ninguna_de_las_anteriores
De seguro en las fiestas te la pasas ligando Yo: ,ninguna_de_las_anteriores
Cuando buscas pareja en el 2022 icHAY ALGUIEN [AQUÉ SIN HIJOS?! ,ninguna_de_las_anteriores
cuando ya estás borrachísimo pero ves a tu amigo sirviéndote otra copa más ,ninguna_de_las_anteriores
A mi amiga le está saliendo una inflamación por una muela; algún remedio para el dolor? ,ninguna_de_las_anteriores
nag àQue es un clasista? 10 sem Me gusta Responder un fan de la musica clasica 7 sem Me gusta 51 Responder Yo todo un clasista ,ninguna_de_las_anteriores
CUANDO TERMINAS DE VER DARK YTE PREGUNTAN COMO ESTUVO Quisiera hablar con usted sobre el tiempo. ,ninguna_de_las_anteriores
Yo esperando que deje de sonar la Ilamada para preguntar por WhatsApp que quiere. ,ninguna_de_las_anteriores
"*Se acerca el día del padre Las toxicas: qyuchoua 44 [sta 00f G0y mlato @DP cGon los huevos que AcNuTL Beach D0 faltaron al papá ""Qua Madro Mâ9 padre (Uzas beladas por € dia del padrooquo ? @uo ~Eeliz dia madre y padnoo soyo ",ninguna_de_las_anteriores
Evo Morales pasaría COMPLETAMENTE desapercibido si Io mandan a Ecatepec SHCP SLAET ia dehacid tocossfoduas ,clasismo
Mi mejor amiga maquillándose @DoñaPeda JuSicA) 1 ,ninguna_de_las_anteriores
"Mi Ex: puedes regresar el chaleco que te presté el otro día? Mi Perro: Oye, ime ",contenido_inapropiado
Ya chingo a su madre PRIAN #Elecciones2023MX recuerden el voto es secreto jeje 1926 _ 2023 2 ,ninguna_de_las_anteriores
Cuando prestas tu teléfono para enseñar una foto y empiezan a ver toda la galería. ,ninguna_de_las_anteriores
México queda eliminado del mundial #Qatar2022 ? Se acabó todo; todo todillo ,ninguna_de_las_anteriores
Todavia no es 19 de septiembre y ya #sismo es tendencia tienen el presentimiento de que va salir mal? @No algo ,ninguna_de_las_anteriores
inmigrante gobierno español ,ninguna_de_las_anteriores
SE HACEN TRENSAS PARA LA NOCHE DE INDEPENDENCIA Zu ,ninguna_de_las_anteriores
"""ESPERO QUE 9 Mf NOVIO LE CUSTE LA PELíCULA QUE LE RECOMENDÉ"" EL NOVIO: EL DEFORMA ",ninguna_de_las_anteriores
EL DíA DEL PADRE NO ES IGUAL QUE EL DíA DE LA MADRE Dr Sim' ES SIMILAR Lo mismo pero más barato ,ninguna_de_las_anteriores
CUANDOERESUNGATO PERO SUEÑAS @ON MATARJUDIOS fgipcom ,ninguna_de_las_anteriores
"La doñita que te ayudo cuando no sabias como llegar YO TAMBIÉN VOY PARA ALLÁ, YO TE TE QUIERO MUCHO, DIGO DÓNDE BAJAR SENORA METICHE ",ninguna_de_las_anteriores
GALLETA OREO EN ESCUINTLA ,ninguna_de_las_anteriores
Recuerde usar mascarilla y alcohol. . ,ninguna_de_las_anteriores
Hombres de 25 años en el 499 A. C. Hombres de 25 años en el 2022 ,sexismo
Comunicado del gobierno de la República al Parlamento Europoo MIMEVALE VERGALOQUE TU HAGAS MeMvectuich <oil ,ninguna_de_las_anteriores
Cuando agarras el mosquito que no te deja dormir. ,ninguna_de_las_anteriores
"Básicamente, ambas películas tratan sobre dos hombres yendo a una montaña para destruir un anillo [oRDYRINGS BR8UFHASK Poo ",sexismo
"No tengas miedo de perder personas, ten miedo de perderte a ti mismo por complacerlas  ",ninguna_de_las_anteriores
El Guarromántico @Guarromantico_ Llévame de vuelta: 2019 mobile ,ninguna_de_las_anteriores
La gente que vive en la CDMX viendo que ya es Lunes 18 de Septiembre y todavía no señales de #Sismo chocomilkdecoco hay = ,ninguna_de_las_anteriores
Las placas tectónicas empezando Septiembre #Sismo Auiba; @iba sarglo Modina ,ninguna_de_las_anteriores
iCual es el mejor meme de este El de Pocoyo iY por qué pusiste el del gato que lee? mes? ,ninguna_de_las_anteriores
"La primera mascota nunca se olvida 14,26 ",ninguna_de_las_anteriores
Vi que borraste la foto con tu novio ,ninguna_de_las_anteriores
"""Una noche fui a un bar conocí a una hermosa mujer; conversamos toda la noche; nos reímos, coqueteamos; la invité a varios tragos; las 5 am llegó un tipo; la tomó del brazo y se la llevó al baño; tuvieron sexo y luego ella se fue con él. Pero no importa; yo tuve la posesión toda la noche' Atentamente: Guardiola Pep ",sexismo
xespues de los memes racistas y xenofobos seguimos siendo hermanos Porque somo seres civilizados aunnyce ,otros
iCómo va la dieta Me la comí 8ve ,ninguna_de_las_anteriores
"Siento pena por los hombres que no saben valorar a las mujeres. Yo con tan solo verlas sé más 0 menos cuanto cobran. your cards ScMeecaros,coM ",sexismo
ESE WEY: {an2 AT&T CREíA QUE IBAN A GANAR@14 ,ninguna_de_las_anteriores
LESICAIGO EL SABALQ ,ninguna_de_las_anteriores
Suegra: Aver si hace feliz a mi hija; Yo haciendo feliz a su hija: {1} Califica esta traducción ,ninguna_de_las_anteriores
I'èric @erkascinc enviando a Italia todo nuestro odio a Inglaterra ,ninguna_de_las_anteriores
AMINO ME JODAS CON TUS ALBURES CHAFAS memegenerator.es ,ninguna_de_las_anteriores
TESHIIESAGUSTO@N EL GRURO @HISTES YALBUR DELBUEXO makeameneoug ,ninguna_de_las_anteriores
PROPRO@(ZICOLG MEIBDANLASPERRASPERO 0URG0S @42ECAZODE208  Joma ,ninguna_de_las_anteriores
LA BENDICIÓN LISTO PARA SU PRIMER DíA DE CLASES 4 BnDBùxNìx ,ninguna_de_las_anteriores
Cuando te pasan un mate muy caliente y te quemas la lengua ,contenido_inapropiado
à Cansada de que tus niños brinquen en la cama ? Te recomiendo este bonito Edredón anti-niños Deg ,ninguna_de_las_anteriores
"Elaño puede ser nuevo, pero la flojera es la misma ",ninguna_de_las_anteriores
@Lasvacunas sonseguras? Ni idea. Esto es heroina. ,ninguna_de_las_anteriores
SISABEN COMOSOY PARAQUEMEINVITAN memegenaratores ,ninguna_de_las_anteriores
"Winehouse ""LA MÚSICA ES LA ÚNICA COSA QUE TE DARÁ TODO Y NO TE QUITARÁ NADA"" Amy ",ninguna_de_las_anteriores
CUANDOLEDIJEROMACOSBY QUE DASERIEERAURA COMEDIA YNO CINEERÓTICO ,ninguna_de_las_anteriores
Cómo veo a mi amiga/Cómo la quiero ver ,ninguna_de_las_anteriores
Mi amix: Perdón por el desorden Su cuarto: ,ninguna_de_las_anteriores
